Tweet,Date of Tweet,Topic,Parent Tweet,Language
"Not every poor women travelling in bus daily and save money.
Many rich are enjoying & unnecessarily government putting the burden on tax payers head.
Rather put Rs1000 in her (poor) account every month. She will spend for her need.","Mar 10, 2022",Free bus commute for women. boon or bane,"This woman farmer took the free bus ride for women, from her village to the market 20 kms away. She's saved 40 rupees in fare today 🤩 #TamilNadu",ENGLISH
"God bless Our people's chief minister of Tamil Nadu,","Mar 10, 2022",Free bus commute for women. boon or bane,"This woman farmer took the free bus ride for women, from her village to the market 20 kms away. She's saved 40 rupees in fare today 🤩 #TamilNadu",ENGLISH
Hiiiiii,"Mar 10, 2022",Free bus commute for women. boon or bane,"This woman farmer took the free bus ride for women, from her village to the market 20 kms away. She's saved 40 rupees in fare today 🤩 #TamilNadu",CODE-MIXED
"If free to everyone
All will be saving good money","Mar 10, 2022",Free bus commute for women. boon or bane,"This woman farmer took the free bus ride for women, from her village to the market 20 kms away. She's saved 40 rupees in fare today 🤩 #TamilNadu",ENGLISH
This has compensated with recent price increase in dairy products..,"Mar 10, 2022",Free bus commute for women. boon or bane,"This woman farmer took the free bus ride for women, from her village to the market 20 kms away. She's saved 40 rupees in fare today 🤩 #TamilNadu",ENGLISH
This is one of the case ground reality is different let’s make more jobs to people then the freebies pls,"Mar 10, 2022",Free bus commute for women. boon or bane,"This woman farmer took the free bus ride for women, from her village to the market 20 kms away. She's saved 40 rupees in fare today 🤩 #TamilNadu",ENGLISH
"The scheme is good but should be restricted to those who cannot afford or who wants to take ticket should be allowed.The individuals save but the corporations are at loss. With precarious finance of TN state,people should be allowed to pay if they want to.That is the ideal scheme","Mar 10, 2022",Free bus commute for women. boon or bane,"This woman farmer took the free bus ride for women, from her village to the market 20 kms away. She's saved 40 rupees in fare today 🤩 #TamilNadu",ENGLISH
So many retired employees of SETC are yet to get part of the final settlement. A good scheme should be sustainable .. from what I see transport dept will go bankrupt along with EB.,"Mar 10, 2022",Free bus commute for women. boon or bane,"This woman farmer took the free bus ride for women, from her village to the market 20 kms away. She's saved 40 rupees in fare today 🤩 #TamilNadu",ENGLISH
That ticket money will be return back by her husband through liquor shop,"Mar 10, 2022",Free bus commute for women. boon or bane,"This woman farmer took the free bus ride for women, from her village to the market 20 kms away. She's saved 40 rupees in fare today 🤩 #TamilNadu",ENGLISH
She has to shell out more premium to Aavin products and her husband has to pay even more at TASMAC ...,"Mar 10, 2022",Free bus commute for women. boon or bane,"This woman farmer took the free bus ride for women, from her village to the market 20 kms away. She's saved 40 rupees in fare today 🤩 #TamilNadu",ENGLISH
"appreciate free, but in turn fare hike in coming days as elections are over, fares transferring from men to women thats the logic, like how DMK made people to pledge jewel, then later only few are eligible, interest vested from whole to coverup the few gold loans to waive off.","Mar 10, 2022",Free bus commute for women. boon or bane,"This woman farmer took the free bus ride for women, from her village to the market 20 kms away. She's saved 40 rupees in fare today 🤩 #TamilNadu",ENGLISH
And that 40rupees went to tasmac through her husband. So the government got the money as usual.,"Mar 10, 2022",Free bus commute for women. boon or bane,"This woman farmer took the free bus ride for women, from her village to the market 20 kms away. She's saved 40 rupees in fare today 🤩 #TamilNadu",ENGLISH
What about Gents . Now a days Gents are Jobless. We need equality . We need free bus,"Mar 10, 2022",Free bus commute for women. boon or bane,"This woman farmer took the free bus ride for women, from her village to the market 20 kms away. She's saved 40 rupees in fare today 🤩 #TamilNadu",ENGLISH
Her husband would pay back in Tasmac. Reality is the burden of free travel by women who can afford to pay is borne by rural families also who struggle to make their ends meet.,"Mar 10, 2022",Free bus commute for women. boon or bane,"This woman farmer took the free bus ride for women, from her village to the market 20 kms away. She's saved 40 rupees in fare today 🤩 #TamilNadu",ENGLISH
Yes really she saved ₹40 but her husband / father / brother has been looted ₹80 by selling liquor by TASMAC (govt of Tamilnadu),"Mar 10, 2022",Free bus commute for women. boon or bane,"This woman farmer took the free bus ride for women, from her village to the market 20 kms away. She's saved 40 rupees in fare today 🤩 #TamilNadu",ENGLISH
"I think spending money or giving it directly to people can have more impact in people's lives. These benefits are not targetted, they are bound to have overflows and go where they are not intended to go.","Mar 10, 2022",Free bus commute for women. boon or bane,"This woman farmer took the free bus ride for women, from her village to the market 20 kms away. She's saved 40 rupees in fare today 🤩 #TamilNadu",ENGLISH
"people can buy tickets. 

30,000 crore loss TNSTC is running. 

school children they can give. 

in olden days 4-5 kilometers walking only. 

best wishes for you.","Mar 11, 2022",Free bus commute for women. boon or bane,"This woman farmer took the free bus ride for women, from her village to the market 20 kms away. She's saved 40 rupees in fare today 🤩 #TamilNadu",ENGLISH
"but, saved 40 rupees will directly go to TASMAC, where TN gov making tons of money - directly go to   DMK/ADMK politicians pockets. this is #TamilNadu politics. TN people no need free fare. bring up their living standard, so they can pay the fare.","Mar 11, 2022",Free bus commute for women. boon or bane,"This woman farmer took the free bus ride for women, from her village to the market 20 kms away. She's saved 40 rupees in fare today 🤩 #TamilNadu",ENGLISH
This concept told in U P election?,"Mar 11, 2022",Free bus commute for women. boon or bane,"This woman farmer took the free bus ride for women, from her village to the market 20 kms away. She's saved 40 rupees in fare today 🤩 #TamilNadu",CODE-MIXED
"Schemes should be beneficial for everyone. Instead of free scheme for women, they should have reduced the fares to half for everyone. With this both govt and people will benefit. This is just vote bank politics, and cannot be provided for long term. Losses will lead to more taxes","Mar 11, 2022",Free bus commute for women. boon or bane,"This woman farmer took the free bus ride for women, from her village to the market 20 kms away. She's saved 40 rupees in fare today 🤩 #TamilNadu",ENGLISH
"It's easy to criticize any action by state or central these days, while the scheme will burn a hole in the TNSTC it's also filling the stomach of many who were going hungry. Wud lyk to bring 2 ur notice not just TN even KA, Kerala and AP woman are getting benefitted @ the border.","Mar 11, 2022",Free bus commute for women. boon or bane,"This woman farmer took the free bus ride for women, from her village to the market 20 kms away. She's saved 40 rupees in fare today 🤩 #TamilNadu",ENGLISH
Forty Rupees is big savings for them.,"Mar 11, 2022",Free bus commute for women. boon or bane,"This woman farmer took the free bus ride for women, from her village to the market 20 kms away. She's saved 40 rupees in fare today 🤩 #TamilNadu",ENGLISH
#திராவிட_மாடல் ஆட்சியின் சிறப்பு,"Mar 11, 2022",Free bus commute for women. boon or bane,"This woman farmer took the free bus ride for women, from her village to the market 20 kms away. She's saved 40 rupees in fare today 🤩 #TamilNadu",TAMIL
Elite தமிழர்கள் உலகமே தனி!,"Mar 11, 2022",Free bus commute for women. boon or bane,"This woman farmer took the free bus ride for women, from her village to the market 20 kms away. She's saved 40 rupees in fare today 🤩 #TamilNadu",CODE-MIXED
Delhi Model ,"Mar 11, 2022",Free bus commute for women. boon or bane,"This woman farmer took the free bus ride for women, from her village to the market 20 kms away. She's saved 40 rupees in fare today 🤩 #TamilNadu",CODE-MIXED
"And the asking rate of 1 kilo Tomatoe in the market was kept purposefully low at Rs 2 perkilo by ruling party mafia. She was forced to dump it in garbage resulting in heavy loss
@USER_2 maam half Truths are dangerous. Stop your propaganda bull crap for the ruling dispension twitter.com/AparnaKarthi/s…","Mar 11, 2022",Free bus commute for women. boon or bane,"This woman farmer took the free bus ride for women, from her village to the market 20 kms away. She's saved 40 rupees in fare today 🤩 #TamilNadu",ENGLISH
Superb,"Mar 11, 2022",Free bus commute for women. boon or bane,"This woman farmer took the free bus ride for women, from her village to the market 20 kms away. She's saved 40 rupees in fare today 🤩 #TamilNadu",CODE-MIXED
#savetamilnadufromdmk,"Mar 11, 2022",Free bus commute for women. boon or bane,"This woman farmer took the free bus ride for women, from her village to the market 20 kms away. She's saved 40 rupees in fare today 🤩 #TamilNadu",CODE-MIXED
We men are paying Rs.15 instead of Rs.14 for bus ticket daily ,"Mar 11, 2022",Free bus commute for women. boon or bane,"This woman farmer took the free bus ride for women, from her village to the market 20 kms away. She's saved 40 rupees in fare today 🤩 #TamilNadu",ENGLISH
"Not only she all marginal women workers save minimum 1000 rs per month,,","Mar 11, 2022",Free bus commute for women. boon or bane,"This woman farmer took the free bus ride for women, from her village to the market 20 kms away. She's saved 40 rupees in fare today 🤩 #TamilNadu",ENGLISH
Looks all the man farmers are rich and they don't need to save money  the gender equality well applied ,"Mar 11, 2022",Free bus commute for women. boon or bane,"This woman farmer took the free bus ride for women, from her village to the market 20 kms away. She's saved 40 rupees in fare today 🤩 #TamilNadu",ENGLISH
One of the best step of women social front upliftment program.,"Mar 12, 2022",Free bus commute for women. boon or bane,"This woman farmer took the free bus ride for women, from her village to the market 20 kms away. She's saved 40 rupees in fare today 🤩 #TamilNadu",ENGLISH
It's all becoz of our TAMILNADU CM!..,"Mar 13, 2022",Free bus commute for women. boon or bane,"This woman farmer took the free bus ride for women, from her village to the market 20 kms away. She's saved 40 rupees in fare today 🤩 #TamilNadu",ENGLISH
"தங்கத்தை விட, தமிழக மக்கள் பெரிதாக நினைப்பது, தன்மானத்தை தான்' என்ற கூற்றை பொய்யாக்கி விட்டோம். Freebies will destroy the state.","May 5, 2022",Free bus commute for women. boon or bane,"This woman farmer took the free bus ride for women, from her village to the market 20 kms away. She's saved 40 rupees in fare today 🤩 #TamilNadu",CODE-MIXED
"*உலகெங்கும் உள்ள தமிழர்கள்
*ஈழத் தமிழர்கள்
*ஹிந்து எ. போர்வையில் பாப்பார மோஹிகள்

*இந்தியாவின் பிற மாநிலங்கள்
*ஒடுக்கப்படுவோர் உலகில் எங்கிருந்தாலும்..

அறிந்து கொள்க:
இதான் திராவிடச் சமூகநீதி!

துப்பாக்கியற்ற போரில்
அரசியல் மூலமான..
மக்கள் சமத்துவ வெற்றி!","May 7, 2021",Free bus commute for women. boon or bane,Uttar Pradesh 1st Order: 1. Anti Love/Anti Romeo Squad 2. Meat Crackdown Tamil Nadu 1st Order: 1. Free Bus Travel for Women 2. Covid Treatment sponsor even in Private clinics 3. Corona Relief ₹4000/Ration Card 4. Milk price down by ₹3 5. Separate Dept for People's Complaints!,TAMIL
This is the difference between social revolution/social justice and communal politics/closed mindedness,"May 7, 2021",Free bus commute for women. boon or bane,Uttar Pradesh 1st Order: 1. Anti Love/Anti Romeo Squad 2. Meat Crackdown Tamil Nadu 1st Order: 1. Free Bus Travel for Women 2. Covid Treatment sponsor even in Private clinics 3. Corona Relief ₹4000/Ration Card 4. Milk price down by ₹3 5. Separate Dept for People's Complaints!,ENGLISH
